code,C,7	libelle,C,128
N05CF04	ESZOPICLONE
N05CH	RECEPTEURS AGONISTES DE LA MELATONINE
N05CH01	MELATONINE
N05CH02	RAMELTEON
N05CM	AUTRES HYPNOTIQUES ET SEDATIFS
N05CM01	METHAQUALONE
N05CM02	CLOMETHIAZOLE
N05CM03	BROMISOVAL
N05CM04	CARBROMAL
N05CM05	SCOPOLAMINE
N05CM06	PROPIOMAZINE
N05CM07	TRICLOFOS
N05CM08	ETHCHLORVYNOL
N05CM09	VALERIANAE RADIX
N05CM10	HEXAPROPYMATE
N05CM11	BROMURES
N05CM12	APRONAL
N05CM13	VALNOCTAMIDE
N05CM15	METHYLPENTYNOL
N05CM16	NIAPRAZINE
N05CM18	DEXMEDETOMIDINE
N05CX	HYPNOTIQUES ET SEDATIFS EN ASSOCIATION, BARBITURIQUES EXCLUS
N05CX01	MEPROBAMATE EN ASSOCIATION
N05CX02	METHAQUALONE EN ASSOCIATION
N05CX03	METHYLPENTYNOL EN ASSOCIATION
N05CX04	CLOMETHIAZOLE EN ASSOCIATION
N05CX05	EMEPRONIUM EN ASSOCIATION
N05CX06	DIPIPERONYLAMINOETHANOL EN ASSOCIATION
N06	PSYCHOANALEPTIQUES
N06A	ANTIDEPRESSEURS
N06AA	INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE
N06AA01	DESIPRAMINE
N06AA02	IMIPRAMINE
N06AA03	IMIPRAMINE OXYDE
N06AA04	CLOMIPRAMINE
N06AA05	OPIPRAMOL
N06AA06	TRIMIPRAMINE
N06AA07	LOFEPRAMINE
N06AA08	DIBENZEPINE
N06AA09	AMITRIPTYLINE
N06AA10	NORTRIPTYLINE
N06AA11	PROTRIPTYLINE
N06AA12	DOXEPINE
N06AA13	IPRINDOLE
N06AA14	MELITRACEN
N06AA15	BUTRIPTYLINE
N06AA16	DOSULEPINE
N06AA17	AMOXAPINE
N06AA18	DIMETACRINE
N06AA19	AMINEPTINE
N06AA21	MAPROTILINE
N06AA23	QUINUPRAMINE
N06AB	INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE
N06AB02	ZIMELDINE
N06AB03	FLUOXETINE
N06AB04	CITALOPRAM
N06AB05	PAROXETINE
N06AB06	SERTRALINE
N06AB07	ALAPROCLATE
N06AB08	FLUVOXAMINE
N06AB09	ETOPERIDONE
N06AB10	ESCITALOPRAM
N06AF	INHIBITEURS DE LA MONOAMINE OXYDASE, NON SELECTIFS
N06AF01	ISOCARBOXAZIDE
N06AF02	NIALAMIDE
N06AF03	PHENELZINE
N06AF04	TRANYLCYPROMINE
N06AF05	IPRONIAZIDE
N06AF06	IPROCLOZIDE
N06AG	INHIBITEURS DE LA MONAMINE OXYDASE TYPE A
N06AG02	MOCLOBEMIDE
N06AG03	TOLOXATONE
N06AX	AUTRES ANTIDEPRESSEURS
N06AX01	OXITRIPTAN
N06AX02	TRYPTOPHANE
N06AX03	MIANSERINE
N06AX04	NOMIFENSINE
N06AX05	TRAZODONE
N06AX06	NEFAZODONE
N06AX07	MINAPRINE
N06AX08	BIFEMELANE
N06AX09	VILOXAZINE
N06AX10	OXAFLOZANE
N06AX11	MIRTAZAPINE
N06AX12	BUPROPION
N06AX13	MEDIFOXAMINE
N06AX14	TIANEPTINE
N06AX15	PIVAGABINE
N06AX16	VENLAFAXINE
N06AX17	MILNACIPRAN
N06AX18	REBOXETINE
N06AX19	GEPIRONE
N06AX21	DULOXETINE
N06AX22	AGOMELATINE
N06AX23	DESVENLAFAXINE
N06AX24	VILAZODONE
N06AX25	MILLEPERTUIS
N06AX26	VORTIOXETINE
N06B	PSYCHOSTIMULANTS, AGENTS UTILISES DANS LA TDAH (HYPERACTIVITE) ET NOOTROPIQUES
N06BA	SYMPATHOMIMETIQUES D'ACTION CENTRALE
N06BA01	AMPHETAMINE
N06BA02	DEXAMPHETAMINE
N06BA03	METAMPHETAMINE
N06BA04	METHYLPHENIDATE
N06BA05	PEMOLINE
N06BA06	FENCAMFAMINE
N06BA07	MODAFINIL
N06BA08	FENOZOLONE
N06BA09	ATOMOXETINE
N06BA10	FENETYLLINE
N06BA11	DEXMETHYLPHENYDATE
N06BA12	LISDEXAMPHETAMINE
N06BC	DERIVES DE LA XANTHINE
N06BC01	CAFEINE
N06BC02	PROPENTOFYLLINE
N06BX	AUTRES PSYCHOSTIMULANTS ET NOOTROPIQUES
N06BX01	MECLOFENOXATE
N06BX02	PYRITINOL
N06BX03	PIRACETAM
N06BX04	DEANOL
N06BX05	FIPEXIDE
N06BX06	CITICOLINE
N06BX07	OXIRACETAM
N06BX08	PIRISUDANOL
N06BX09	LINOPIRDINE
N06BX10	NIZOFENONE
N06BX11	ANIRACETAM
N06BX12	ACETYLCARNITINE
N06BX13	IDEBENONE
N06BX14	PROLINTANE
N06BX15	PIPRADOL
N06BX16	PRAMIRACETAM
N06BX17	ADRAFINIL
N06BX18	VINPOCETINE
N06BX19	PHENIBUT
N06BX21	MEBICAR
N06C	PSYCHOLEPTIQUES ET PSYCHOANALEPTIQUES EN ASSOCIATION
N06CA	ANTIDEPRESSEURS EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N06CA01	AMITRIPTYLINE ET PSYCHOLEPTIQUES
N06CA02	MELITRACEN ET PSYCHOLEPTIQUES
N06CA03	FLUOXETINE ET PSYCHOLEPTIQUES
N06CB	PSYCHOSTIMULANTS EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N06D	MEDICAMENTS CONTRE LA DEMENCE
N06DA	ANTICHOLINESTERASIQUES
N06DA01	TACRINE
N06DA02	DONEPEZIL
N06DA03	RIVASTIGMINE
N06DA04	GALANTAMINE
N06DA05	IPIDACRINE
N06DA52	DONEPEZIL ET MEMANTINE
N06DA53	DONEPEZIL, MEMANTINE ET GINGKO FOLIUM
N06DX	AUTRES MEDICAMENTS CONTRE LA DEMENCE
N06DX01	MEMANTINE
N06DX02	GINKGO FOLIUM
N06DX30	ASSOCIATIONS
N07	AUTRES MEDICAMENTS DU SYSTEME NERVEUX
N07A	PARASYMPATHOMIMETIQUES
N07AA	ANTICHOLINESTERASIQUES
N07AA01	NEOSTIGMINE
N07AA02	PYRIDOSTIGMINE
N07AA03	DISTIGMINE
N07AA30	AMBENONIUM
N07AA51	NEOSTIGMINE EN ASSOCIATION
N07AB	ESTERS DE LA CHOLINE
N07AB01	CARBACHOL
N07AB02	BETHANECHOL
N07AX	AUTRES PARASYMPATHOMIMETIQUES
N07AX01	PILOCARPINE
N07AX02	CHOLINE ALFOSCERATE
N07AX03	CEVIMELINE
N07B	MEDICAMENTS UTILISES DANS LES TROUBLES TOXICOMANOGENES
N07BA	MEDICAMENTS UTILISES DANS LA DEPENDANCE TABAGIQUE
N07BA01	NICOTINE
N07BA03	VARENICLINE
N07BB	MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE
N07BB01	DISULFIRAM
N07BB02	CARBIMIDE CALCIQUE
N07BB03	ACAMPROSATE
N07BB04	NALTREXONE
N07BB05	NALMEFENE
N07BC	MEDICAMENTS UTILISES DANS LA DEPENDANCE OPIOIDE
N07BC01	BUPRENORPHINE
N07BC02	METHADONE
N07BC03	LEVACETYLMETHADOL
N07BC04	LOFEXIDINE
N07BC05	LEVOMETHADONE
N07BC06	DIAMORPHINE
N07BC51	BUPRENORPHINE EN ASSOCIATION
N07C	MEDICAMENTS ANTIVERTIGINEUX
N07CA	ANTIVERTIGINEUX
N07CA01	BETAHISTINE
N07CA02	CINNARIZINE
N07CA03	FLUNARIZINE
N07CA04	ACETYLLEUCINE
N07CA52	CINNARIZINE EN ASSOCIATION
N07X	AUTRES MEDICAMENTS DU SYSTEME NERVEUX
N07XA	GANGLIOSIDES ET DERIVES
N07XX	AUTRES MEDICAMENTS DU SYSTEME NERVEUX
N07XX01	TIRILAZAD
N07XX02	RILUZOLE
N07XX03	XALIPRODENE
N07XX04	SODIUM OXYBATE
N07XX05	AMIFAMPRIDINE
N07XX06	TETRABENAZINE
N07XX07	FAMPRIDINE
N07XX08	TAFAMIDIS
N07XX09	DIMETHYL FUMARATE
N07XX10	LAQUINIMOD
N07XX59	DEXTROMETORPHANE EN ASSOCIATION
P	ANTIPARASITAIRES, INSECTICIDES
P01	ANTIPROTOZOAIRES
P01A	MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES
P01AA	DERIVES DE L'HYDROXYQUINOLINE
P01AA01	BROXYQUINOLINE
P01AA02	CLIOQUINOL
P01AA04	CHLORQUINALDOL
P01AA05	TILBROQUINOL
P01AA52	CLIOQUINOL EN ASSOCIATION
P01AB	DERIVES DU NITROIMIDAZOLE
P01AB01	METRONIDAZOLE
P01AB02	TINIDAZOLE
P01AB03	ORNIDAZOLE
P01AB04	AZANIDAZOLE
P01AB05	PROPENIDAZOLE
P01AB06	NIMORAZOLE
P01AB07	SECNIDAZOLE
P01AB51	METRONIDAZOLE EN ASSOCIATION
P01AC	DERIVES DU DICHLOROACETAMIDE
P01AC01	DILOXANIDE
P01AC02	CLEFAMIDE
P01AC03	ETOFAMIDE
P01AC04	TECLOSAN
P01AR	MEDICAMENTS A BASE D'ARSENIC
P01AR01	ARSTHINOL
P01AR02	DIFETARSONE
P01AR03	GLYCOBIARSOL
P01AR53	GLYCOBIARSOL EN ASSOCIATION
P01AX	AUTRES MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES
P01AX01	CHINIOFON
P01AX02	EMETINE
P01AX04	PHANQUINONE
P01AX05	MEPACRINE
P01AX06	ATOVAQUONE
P01AX07	TRIMETREXATE
P01AX08	TENONITROZOLE
P01AX09	DIHYDROEMETINE
P01AX10	FUMAGILLINE
P01AX11	NITAZOXANIDE
P01AX52	EMETINE EN ASSOCIATION
P01B	ANTIPALUDEENS
P01BA	AMINOQUINOLEINES
P01BA01	CHLOROQUINE
P01BA02	HYDROXYCHLOROQUINE
P01BA03	PRIMAQUINE
P01BA06	AMODIAQUINE
P01BB	BIGUANIDES
P01BB01	PROGUANIL
P01BB02	CYCLOGUANIL EMBONATE
P01BB51	PROGUANIL EN ASSOCIATION
P01BC	METHANOLQUINOLEINES
P01BC01	QUININE
P01BC02	MEFLOQUINE
P01BD	DIAMINOPYRIMIDINES
P01BD01	PYRIMETHAMINE
P01BD51	PYRIMETHAMINE EN ASSOCIATION
P01BE	ARTEMISININE ET DERIVES, SEULS
P01BE01	ARTEMISININE
P01BE02	ARTEMETHER
P01BE03	ARTESUNATE
P01BE04	ARTEMOTIL
P01BE05	ARTENIMOL
P01BE06	DIHYDROARTEMISININE
P01BF	ARTEMISININE ET DERIVES, EN ASSOCIATION
P01BF01	ARTEMETHER ET LUMEFANTRINE
P01BF02	ARTESUNATE ET MEFLOQUINE
P01BF03	ARTESUNATE ET AMIODAQUINE
P01BF04	ARTESUNATE, SULFAMETHOPYRAZINE ET PYRIMETHAMINE
P01BF05	ARTENIMOL ET PIPERAQUINE
P01BF06	ARTESUNATE ET PYRONARIDINE
P01BX	AUTRES ANTIPALUDEENS
P01BX01	HALOFANTRINE
P01C	ANTILEISHMANIENS ET TRYPANOCIDES
P01CA	DERIVES DU NITROIMIDAZOLE
P01CA02	BENZNIDAZOLE
P01CB	MEDICAMENTS A BASE D'ANTIMOINE
P01CB01	ANTIMONIATE DE MEGLUMINE
P01CB02	STIBOGLUCONATE SODIQUE
P01CC	DERIVES DU NITROFURANE
P01CC01	NIFURTIMOX
P01CC02	NITROFURAL
P01CD	MEDICAMENTS A BASE D'ARSENIC
P01CD01	MELARSOPROL
P01CD02	ACETARSOL
P01CX	AUTRES ANTILEISHMANIENS ET TRYPANOCIDES
P01CX01	PENTAMIDINE ISETHIONATE
P01CX02	SURAMINE SODIQUE
P01CX03	EFLORNITHINE
P02	ANTHELMINTHIQUES
P02B	ANTITREMATODES
P02BA	DERIVES DE LA QUINOLEINE ET APPARENTES
P02BA01	PRAZIQUANTEL
P02BA02	OXAMNIQUINE
P02BB	ORGANOPHOSPHORES
P02BB01	METRIFONATE
P02BX	AUTRES ANTITREMATODES
P02BX01	BITHIONOL
P02BX02	NIRIDAZOLE
P02BX03	STIBOPHENE
P02BX04	TRICLABENDAZOLE
P02C	ANTINEMATODES
P02CA	DERIVES DU BENZIMIDAZOLE
P02CA01	MEBENDAZOLE
P02CA02	TIABENDAZOLE
P02CA03	ALBENDAZOLE
P02CA04	CICLOBENDAZOLE
P02CA05	FLUBENDAZOLE
P02CA06	FENBENDAZOLE
P02CA51	MEBENDAZOLE EN ASSOCIATION
P02CB	PIPERAZINE ET DERIVES
P02CB01	PIPERAZINE
P02CB02	DIETHYLCARBAMAZINE
P02CC	DERIVES DE LA TETRAHYDROPYRIMIDINE
P02CC01	PYRANTEL
P02CC02	OXANTEL
P02CE	DERIVES DE L'IMIDAZOTHIAZOLE
P02CE01	LEVAMISOLE
P02CF	AVERMECTINES
P02CF01	IVERMECTINE
P02CX	AUTRES ANTINEMATODES
P02CX01	PYRVINIUM
P02CX02	BEPHENIUM
P02D	ANTICESTODES
P02DA	DERIVES DE L'ACIDE SALICYLIQUE
P02DA01	NICLOSAMIDE
P02DX	AUTRES ANTICESTODES
P02DX01	DESASPIDINE
P02DX02	DICHLOROPHENE
P03	ANTIPARASITAIRES EXTERNES, INCLUANT SCABICIDES, INSECTICIDES
P03A	ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS
P03AA	DERIVES SOUFRES
P03AA01	DIXANTHOGENE
P03AA02	POTASSIUM POLYSULFURE
P03AA03	MESULFENE
P03AA04	DISULFIRAM
P03AA05	THIRAM
P03AA54	DISULFIRAM EN ASSOCIATION
P03AB	DERIVES CHLORES
P03AB01	CLOFENOTANE
P03AB02	LINDANE
P03AB51	CLOFENOTANE EN ASSOCIATION
P03AC	PYRETHRINES, DERIVES DE SYNTHESE INCLUS
P03AC01	PYRETHRUM
P03AC02	BIOALLETHRINE
P03AC03	PHENOTHRINE
P03AC04	PERMETHRINE
P03AC51	PYRETHRUM EN ASSOCIATION
P03AC52	BIOALLETHRINE EN ASSOCIATION
P03AC53	PHENOTHRINE EN ASSOCIATION
P03AC54	PERMETHRINE EN ASSOCIATION
P03AX	AUTRES ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS
P03AX01	BENZOATE DE BENZYLE
P03AX02	CUIVRE OLEINATE
P03AX03	MALATHION
P03AX04	QUASSIA
P03AX05	DIMETICONE
P03B	INSECTICIDES
P03BA	PYRETHRINES
P03BA01	CYFLUTHRINE
P03BA02	CYPERMETHRINE
P03BA03	DECAMETHRINE
P03BA04	TETRAMETHRINE
P03BX	AUTRES INSECTICIDES
P03BX01	DIETHYLTOLUAMIDE
P03BX02	DIMETHYLPHTALATE
P03BX03	DIBUTYLPHTALATE
P03BX04	DIBUTYLSUCCINATE
P03BX05	DIMETHYLCARBATE
P03BX06	ETOHEXADIOL
R	SYSTEME RESPIRATOIRE
R01	PREPARATIONS POUR LE NEZ
R01A	DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE
R01AA	SYMPATHOMIMETIQUES NON ASSOCIES
R01AA02	CYCLOPENTAMINE
R01AA03	EPHEDRINE
R01AA04	PHENYLEPHRINE
R01AA05	OXYMETAZOLINE
R01AA06	TETRYZOLINE
R01AA07	XYLOMETAZOLINE
R01AA08	NAPHAZOLINE
R01AA09	TRAMAZOLINE
R01AA10	METIZOLINE
R01AA11	TUAMINOHEPTANE
R01AA12	FENOXAZOLINE
R01AA13	TYMAZOLINE
R01AA14	EPINEPHRINE
R01AB	SYMPATHOMIMETIQUES EN ASSOCIATION SAUF AUX CORTICOIDES
R01AB01	PHENYLEPHRINE
R01AB02	NAPHAZOLINE
R01AB03	TETRYZOLINE
R01AB05	EPHEDRINE
R01AB06	XYLOMETAZOLINE
R01AB07	OXYMETAZOLINE
R01AB08	TUAMINOHEPTANE
R01AC	ANTIALLERGIQUES, CORTICOIDES EXCLUS
R01AC01	CROMOGLICIQUE ACIDE
R01AC02	LEVOCABASTINE
R01AC03	AZELASTINE
R01AC04	ANTAZOLINE
R01AC05	SPAGLUMIQUE ACIDE
R01AC06	THONZYLAMINE
R01AC07	NEDOCROMIL
R01AC08	OLOPATADINE
R01AC51	CROMOGLYCIQUE ACIDE EN ASSOCIATION
R01AD	CORTICOIDES
R01AD01	BECLOMETASONE
R01AD02	PREDNISOLONE
R01AD03	DEXAMETHASONE
R01AD04	FLUNISOLIDE
R01AD05	BUDESONIDE
R01AD06	BETAMETHASONE
R01AD07	TIXOCORTOL
R01AD08	FLUTICASONE
R01AD09	MOMETASONE
R01AD11	TRIAMCINOLONE
R01AD12	FLUTICASONE FUROATE
R01AD13	CICLESONIDE
R01AD52	PREDNISOLONE EN ASSOCIATION
R01AD53	DEXAMETHASONE EN ASSOCIATION
R01AD57	TIXOCORTOL EN ASSOCIATION
R01AD58	FLUTICASONE EN ASSOCIATION
R01AD60	HYDROCORTISONE EN ASSOCIATION
R01AX	AUTRES PREPARATIONS NASALES
R01AX01	THIOCYANATE D'HEXAMINE CALCIQUE
R01AX02	RETINOL
R01AX03	IPRATROPIUM BROMURE
R01AX05	RITIOMETAN
R01AX06	MUPIROCINE
R01AX07	HEXAMIDINE
R01AX08	FRAMYCETINE
R01AX09	ACIDE HYALURONIQUE
R01AX10	DIVERS
R01AX30	ASSOCIATIONS
R01B	DECONGESTIONNANTS A USAGE SYSTEMIQUE
R01BA	SYMPATHOMIMETIQUES
R01BA01	PHENYLPROPANOLAMINE
R01BA02	PSEUDOEPHEDRINE
R01BA03	PHENYLEPHRINE
R01BA51	PHENYLPROPANOLAMINE EN ASSOCIATION
R01BA52	PSEUDOEPHEDRINE EN ASSOCIATION
R01BA53	PHENYLEPHRINE EN ASSOCIATION
R02	PREPARATIONS POUR LA GORGE
R02A	PREPARATIONS POUR LA GORGE
R02AA	ANTISEPTIQUES
R02AA01	AMBAZONE
R02AA02	DEQUALINIUM
R02AA03	DICHLOROBENZIQUE ALCOOL
R02AA05	CHLORHEXIDINE
R02AA06	CETYLPYRIDINIUM
R02AA09	BENZETHONIUM
R02AA10	MYRISTYL - BENZALKONIUM
R02AA11	CHLORQUINALDOL
R02AA12	HEXYLRESORCINOL
R02AA13	ACRIFLAVINIUM CHLORURE
R02AA14	OXYQUINOLINE
R02AA15	POLYVIDONE IODEE
R02AA16	BENZALKONIUM
R02AA17	CETRIMONIUM
R02AA18	HEXAMIDINE
R02AA19	PHENOL
R02AA20	DIVERS
R02AB	ANTIBIOTIQUES
R02AB01	NEOMYCINE
R02AB02	TYROTHRICINE
R02AB03	FUSAFUNGINE
R02AB04	BACITRACINE
R02AB30	GRAMICIDINE
R02AD	ANESTHESIQUES LOCAUX
R02AD01	BENZOCAÏNE
R02AD02	LIDOCAÏNE
R02AD03	COCAÏNE
R02AD04	DYCLONINE
R02AX	AUTRES PREPARATIONS POUR LA GORGE
R02AX01	FLURBIPROFENE
R03	MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03A	ADRENERGIQUES POUR INHALATION
R03AA	AGONISTES ALPHA ET BETA ADRENERGIQUES
R03AA01	EPINEPHRINE
R03AB	AGONISTES NON SELECTIFS BETA ADRENERGIQUES
R03AB02	ISOPRENALINE
R03AB03	ORCIPRENALINE
R03AC	AGONISTES SELECTIFS BETA 2 ADRENERGIQUES
R03AC02	SALBUTAMOL
R03AC03	TERBUTALINE
R03AC04	FENOTEROL
R03AC05	RIMITEROL
R03AC06	HEXOPRENALINE
R03AC07	ISOETARINE
R03AC08	PIRBUTEROL
R03AC09	TRETOQUINOL
R03AC10	CARBUTEROL
R03AC11	TULOBUTEROL
R03AC12	SALMETEROL
R03AC13	FORMOTEROL
R03AC14	CLENBUTEROL
R03AC15	REPROTEROL
R03AC16	PROCATEROL
R03AC17	BITOLTEROL
R03AC18	INDACATEROL
R03AC19	OLODATEROL
R03AH	ASSOCIATIONS D'ADRENERGIQUES
R03AK	ADRENERGIQUES EN ASSOC. AVEC CORTICOIDES OU D'AUTRES MEDICAMENTS A L'EXCLU. DES ANTICHOL. 
R03AK01	EPINEPHRINE ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03AK02	ISOPRENALINE ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03AK04	SALBUTAMOL ET CROMOGLICATE DE SODIUM
R03AK05	REPROTEROL ET CROMOGLICATE DE SODIUM
R03AK06	SALMETEROL ET FLUTICASONE
R03AK07	FORMOTEROL ET BUDESONIDE
R03AK08	FORMOTEROL ET BECLOMETASONE
R03AK09	FORMOTEROL ET MOMETASONE
R03AK10	VILANTEROL ET FLUTICASONE FUROATE
R03AK11	FORMOTEROL ET FLUTICASONE
R03AL	ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES
R03AL01	FENOTEROL ET IPRATROPIUM BROMURE
R03AL02	SALBUTAMOL ET IPRATROPIUM BROMURE
R03AL03	VILANTEROL ET UMECLIDINIUM BROMURE
R03AL04	INDACATEROL ET GLYCOPYRRONIUM BROMURE
R03B	AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES, PAR INHALATION
R03BA	GLUCOCORTICOIDES
R03BA01	BECLOMETASONE
R03BA02	BUDESONIDE
R03BA03	FLUNISOLIDE
R03BA04	BETAMETHASONE
R03BA05	FLUTICASONE
R03BA06	TRIAMCINOLONE
R03BA07	MOMETASONE
R03BA08	CICLESONIDE
R03BB	ANTICHOLINERGIQUES
R03BB01	IPRATROPIUM BROMURE
R03BB02	OXITROPIUM BROMURE
R03BB03	MEDICAMENTS A BASE DE DATURA
R03BB04	TIOTROPIUM BROMURE
R03BB05	ACLIDINIUM BROMURE
R03BB06	GLYCOPYRRONIUM BROMURE
R03BC	ANTIALLERGIQUES, CORTICOIDES EXCLUS
R03BC01	CROMOGLICIQUE ACIDE
R03BC03	NEDOCROMIL
R03BX	AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES, PAR INHALATION
R03BX01	FENSPIRIDE
R03C	ADRENERGIQUES A USAGE SYSTEMIQUE
R03CA	AGONISTES ALPHA ET BETA ADRENERGIQUES
R03CA02	EPHEDRINE
R03CB	AGONISTES NON SELECTIFS BETA ADRENERGIQUES
R03CB01	ISOPRENALINE
R03CB02	METHOXYPHENAMINE
R03CB03	ORCIPRENALINE
R03CB51	ISOPRENALINE EN ASSOCIATION
R03CB53	ORCIPRENALINE EN ASSOCIATION
R03CC	AGONISTES SELECTIFS BETA 2 ADRENERGIQUES
R03CC02	SALBUTAMOL
R03CC03	TERBUTALINE
R03CC04	FENOTEROL
R03CC05	HEXOPRENALINE
R03CC06	ISOETARINE
R03CC07	PIRBUTEROL
R03CC08	PROCATEROL
R03CC09	TRETOQUINOL
R03CC10	CARBUTEROL
R03CC11	TULOBUTEROL
R03CC12	BAMBUTEROL
R03CC13	CLENBUTEROL
R03CC14	REPROTEROL
R03CC53	TERBUTALINE EN ASSOCIATION
R03CK	ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03D	AUTRES MEDICAMENTS SYSTEMIQUES POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03DA	XANTHINES
R03DA01	DIPROPHYLLINE
R03DA02	THEOPHYLLINATE DE CHOLINE
R03DA03	PROXYPHYLLINE
R03DA04	THEOPHYLLINE
R03DA05	AMINOPHYLLINE
R03DA06	ETAMIPHYLLINE
R03DA07	THEOBROMINE
R03DA08	BAMIFYLLINE
R03DA09	ACEFYLLINE PIPERAZINE
R03DA10	BUFYLLINE
R03DA11	DOXOFYLLINE
R03DA20	ASSOCIATIONS DE XANTHINES
R03DA51	DIPROPHYLLINE EN ASSOCIATION
R03DA54	THEOPHYLLINE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
R03DA55	AMINOPHYLLINE EN ASSOCIATION
R03DA57	THEOBROMINE EN ASSOCIATION
R03DA74	THEOPHYLLINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
R03DB	XANTHINES ET ADRENERGIQUES
R03DB01	DIPROPHYLLINE ET ADRENERGIQUES
R03DB02	THEOPHYLLINATE DE CHOLINE ET ADRENERGIQUES
R03DB03	PROXYPHYLLINE ET ADRENERGIQUES
R03DB04	THEOPHYLLINE ET ADRENERGIQUES
R03DB05	AMINOPHYLLINE ET ADRENERGIQUES
R03DB06	ETAMIPHYLLINE ET ADRENERGIQUES
R03DC	ANTAGONISTES DES RECEPTEURS AUX LEUCOTRIENES
R03DC01	ZAFIRLUKAST
R03DC02	PRANLUKAST
R03DC03	MONTELUKAST
R03DC04	IBUDILAST
R03DX	AUTRES MEDICAMENTS SYSTEMIQUES POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES
R03DX01	AMLEXANOX
R03DX02	EPROZINOL
R03DX03	FENSPIRIDE
R03DX05	OMALIZUMAB
R03DX06	SERATRODAST
R03DX07	ROFLUMILAST
R05	MEDICAMENTS DU RHUME ET DE LA TOUX
R05C	EXPECTORANTS, SAUF ASSOCIATIONS AUX ANTITUSSIFS
R05CA	EXPECTORANTS
R05CA01	TYLOXAPOL
R05CA02	POTASSIUM IODURE
R05CA03	GUAÏFENESINE
R05CA04	IPECACUANHA
R05CA05	GUIMAUVE RACINE
R05CA06	POLYGALA
R05CA07	ANTIMOINE PENTASULFURE
R05CA08	CREOSOTE
R05CA09	GUAÏACOLSULFONATE
R05CA10	ASSOCIATIONS
R05CA11	LEVOVERBENONE
R05CA12	FEUILLE DE LIERRE
R05CA13	CINEOLE
R05CB	MUCOLYTIQUES
R05CB01	ACETYLCYSTEINE
R05CB02	BROMHEXINE
R05CB03	CARBOCISTEINE
R05CB04	EPRAZINONE
R05CB05	MESNA
R05CB06	AMBROXOL
R05CB07	SOBREROL
R05CB08	DOMIODOL
R05CB09	LETOSTEINE
R05CB10	ASSOCIATIONS
R05CB11	STEPRONINE
R05CB12	TIOPRONINE
R05CB13	DORNASE ALFA (DESOXYRIBONUCLEASE)
R05CB14	NELTENEXINE
R05CB15	ERDOSTEINE
R05CB16	MANNITOL
R05D	ANTITUSSIFS, SAUF ASSOCIATIONS AUX EXPECTORANTS
R05DA	ALCALOÏDES DE L'OPIUM ET DERIVES
R05DA01	ETHYLMORPHINE
R05DA03	HYDROCODONE
R05DA04	CODEINE
R05DA05	ALCALOÏDES DE L'OPIUM AVEC MORPHINE
R05DA06	NORMETHADONE
R05DA07	NOSCAPINE
R05DA08	PHOLCODINE
R05DA09	DEXTROMETHORPHANE
R05DA10	THEBACON
R05DA11	DIMEMORFAN
R05DA12	ACETYL DIHYDROCODEINE
R05DA20	ASSOCIATIONS
R05DB	AUTRES ANTITUSSIFS
R05DB01	BENZONATATE
R05DB02	BENPROPERINE
R05DB03	CLOBUTINOL
R05DB04	ISOAMINILE
R05DB05	PENTOXYVERINE
R05DB07	OXOLAMINE
R05DB09	OXELADINE
R05DB10	CLOFEDANOL
R05DB11	PIPAZETATE
R05DB12	BIBENZONIUM BROMURE
R05DB13	BUTAMIRATE
R05DB14	FEDRILATE
R05DB15	ZIPEPROL
R05DB16	DIBUNATE
R05DB17	DROXYPROPINE
R05DB18	PRENOXDIAZINE
R05DB19	DROPROPIZINE
R05DB20	ASSOCIATIONS
R05DB21	CLOPERASTINE
R05DB22	MEPROTIXOL
R05DB23	PIPERIDIONE
R05DB24	TIPEPIDINE
R05DB25	MORCLOFONE
R05DB26	NEPINALONE
R05DB27	LEVODROPROPIZINE
R05DB28	DIMETHOXANATE
